Respondent ID,Collector_ID,Start_Date,End_Date,IP_Address,Age,Gender,Nationality,uni_student,climate_change_course,climate_change_course2,Vegetarian,vegetarian_2,meat_frequency,meat_frequency2,family_veg,reason_no_meat,less_meat,reduced_carbon_footprint,cycling,monitor_footprint,reduce_flying,renewable_utilities,no_fossil_fuel,single_use_packaging,food_waste,source_own_food,additional,encouraged_others
12130349429,395745032,11/02/2020 12:00,11/02/2020 12:02,176.24.232.230,21-25,Male,Europe,Yes,Yes,1,Yes,1,1-3 days a week,0.4,No,Environmental/Climate Change,Yes,Yes,Switched to cycling over driving/public transport,,,Switched to renewable energy for home heating,,,Reduced your food waste,,,Yes
12130348839,395745032,11/02/2020 12:00,11/02/2020 12:02,82.19.156.36,21-25,Male,Europe,Yes,Yes,1,Yes,1,4-6 days a week,0.8,No,Not applicable,No,Yes,Switched to cycling over driving/public transport,Monitored your carbon footprint,,Switched to renewable energy for home heating,,Reduced your single use packaging,Reduced your food waste,,Not listed,No
12130348512,395745032,11/02/2020 12:01,11/02/2020 12:02,86.183.65.59,26-30,Female,North America,Yes,Yes,1,Yes,1,1-3 days a week,0.4,No,Taste/Texture,Yes,No,,,,,,,Reduced your food waste,,,Yes
12130348321,395745032,11/02/2020 12:00,11/02/2020 12:01,31.124.202.45,21-25,Male,Europe,Yes,Yes,1,Yes,1,7 days a week,1,Yes,Not applicable,No,Yes,,Monitored your carbon footprint,,,Divested from fossil fuel investments,,Reduced your food waste,,,Yes
12130346335,395745032,11/02/2020 12:00,11/02/2020 12:01,81.151.228.4,21-25,Female,Asia,Yes,Yes,1,No,0,None,0,No,Environmental/Climate Change,Yes,Yes,Switched to cycling over driving/public transport,,,,,Reduced your single use packaging,Reduced your food waste,Grown/caught your own food,,Yes
12130346278,395745032,11/02/2020 11:58,11/02/2020 12:01,86.145.232.180,21-25,Male,Europe,Yes,Yes,1,No,0,A few times a month,0.15,No,Environmental/Climate Change,Yes,Yes,Switched to cycling over driving/public transport,,Reduced your flying (intentionally rather than due to Covid),,,Reduced your single use packaging,Reduced your food waste,,,Yes
12130345919,395745032,11/02/2020 11:59,11/02/2020 12:00,86.140.48.20,45+,Female,Europe,Yes,Yes,1,No,0,None,0,No,Animal Welfare,No,Yes,Switched to cycling over driving/public transport,,Reduced your flying (intentionally rather than due to Covid),Switched to renewable energy for home heating,Divested from fossil fuel investments,Reduced your single use packaging,Reduced your food waste,Grown/caught your own food,,No
12130343496,395745032,11/02/2020 11:58,11/02/2020 11:59,176.24.47.14,21-25,Male,Europe,Yes,Yes,1,No,0,A few times a month,0.15,No,Environmental/Climate Change,Yes,Yes,Switched to cycling over driving/public transport,,Reduced your flying (intentionally rather than due to Covid),,,Reduced your single use packaging,Reduced your food waste,,,Yes
12130343155,395745032,11/02/2020 11:58,11/02/2020 11:59,82.23.252.72,21-25,Female,Europe,Yes,Yes,1,Yes,1,A few times a month,0.15,No,Health,Yes,Yes,Switched to cycling over driving/public transport,,,,Divested from fossil fuel investments,Reduced your single use packaging,Reduced your food waste,Grown/caught your own food,,Yes
12130335094,395745032,11/02/2020 11:54,11/02/2020 11:56,146.169.205.112,21-25,Male,Europe,Yes,Yes,1,Yes,1,Once a month,0,No,Environmental/Climate Change,Yes,Yes,Switched to cycling over driving/public transport,,,Switched to renewable energy for home heating,Divested from fossil fuel investments,Reduced your single use packaging,Reduced your food waste,,,Yes
12130332335,395745032,11/02/2020 11:52,11/02/2020 11:55,146.179.197.128,21-25,Female,Europe,Yes,Yes,1,Yes,1,A few times a month,0.15,No,Environmental/Climate Change,Yes,Yes,,,Reduced your flying (intentionally rather than due to Covid),,,,Reduced your food waste,,Not listed,Yes
12130331868,395745032,11/02/2020 11:52,11/02/2020 11:54,146.169.166.139,21-25,Male,Europe,Yes,No,0,Yes,1,A few times a month,0.15,No,Taste/Texture,Yes,Yes,Switched to cycling over driving/public transport,,,,,Reduced your single use packaging,Reduced your food waste,,,No
12130328751,395745032,11/02/2020 11:51,11/02/2020 11:53,146.169.150.162,21-25,Male,Europe,Yes,No,0,Yes,1,4-6 days a week,0.8,Yes,Environmental/Climate Change,Yes,Yes,,,,,,Reduced your single use packaging,Reduced your food waste,,Not listed,Yes
12130328122,395745032,11/02/2020 11:51,11/02/2020 11:53,213.205.200.49,21-25,Male,Europe,Yes,No,0,Yes,1,7 days a week,1,No,Not applicable,No,Yes,Switched to cycling over driving/public transport,,,,,Reduced your single use packaging,Reduced your food waste,,,No
12130326550,395745032,11/02/2020 11:51,11/02/2020 11:52,146.179.192.186,<20,Male,Europe,Yes,No,0,Yes,1,4-6 days a week,0.8,No,Not applicable,No,No,Switched to cycling over driving/public transport,,,,,Reduced your single use packaging,Reduced your food waste,,,No
12130321236,395745032,11/02/2020 11:45,11/02/2020 11:50,146.169.192.135,21-25,Male,Europe,Yes,Yes,1,Yes,1,4-6 days a week,0.8,No,Cost,Yes,Yes,Switched to cycling over driving/public transport,,,Switched to renewable energy for home heating,,,Reduced your food waste,,,Yes
12130314145,395745032,11/02/2020 11:44,11/02/2020 11:46,146.169.141.71,21-25,Female,Europe,Yes,Yes,1,No,0,None,0,No,Environmental/Climate Change,Yes,Yes,,,,Switched to renewable energy for home heating,,Reduced your single use packaging,Reduced your food waste,,,Yes
12130314109,395745032,11/02/2020 11:45,11/02/2020 11:46,146.169.159.7,45+,Male,North America,Yes,Yes,1,Yes,1,4-6 days a week,0.8,No,Health,Yes,Yes,,,,,Divested from fossil fuel investments,,,,,Yes
12130312451,395745032,11/02/2020 11:44,11/02/2020 11:46,146.169.200.101,31-35,Female,North America,Yes,Yes,1,Yes,1,7 days a week,1,No,Health,Yes,Yes,Switched to cycling over driving/public transport,Monitored your carbon footprint,,Switched to renewable energy for home heating,,,Reduced your food waste,Grown/caught your own food,,Yes
12130311859,395745032,11/02/2020 11:44,11/02/2020 11:45,146.169.187.65,26-30,Female,Europe,Yes,Yes,1,Yes,1,1-3 days a week,0.4,No,Environmental/Climate Change,Yes,Yes,Switched to cycling over driving/public transport,Monitored your carbon footprint,,Switched to renewable energy for home heating,Divested from fossil fuel investments,Reduced your single use packaging,,,,Yes
12130295671,395745032,11/02/2020 11:36,11/02/2020 11:38,146.169.200.113,21-25,Male,Europe,Yes,Yes,1,Yes,1,4-6 days a week,0.8,No,Environmental/Climate Change,Yes,Yes,,Monitored your carbon footprint,,Switched to renewable energy for home heating,,Reduced your single use packaging,Reduced your food waste,,,Yes
